,title,budget,currency_symbol,currency_amount
3260,The Edge of Seventeen,$ 9000000,$,9000000
3261,Hummingbird,$ 20000000,$,20000000
3262,How I Live Now,$ 8000000,$,8000000
3263,Spotlight,$ 20000000,$,20000000
3264,Serbuan Maut,$ 1100000,$,1100000
3265,Parker,$ 35000000,$,35000000
3266,Furious 6,$ 160000000,$,160000000
3267,Flight,$ 31000000,$,31000000
3268,The Call,$ 13000000,$,13000000
3269,Penguins of Madagascar,$ 132000000,$,132000000
3270,Magic Mike,$ 7000000,$,7000000
3271,Bachelorette,$ 3000000,$,3000000
3272,Pompeii,$ 100000000,$,100000000
3273,Sinister,$ 3000000,$,3000000
3274,La migliore offerta,EUR 13500000,EUR,14850000.000000002
3275,Trance,$ 20000000,$,20000000
3276,Let's Be Cops,$ 17000000,$,17000000
3277,Heaven Is for Real,$ 12000000,$,12000000
3278,The Big Wedding,$ 35000000,$,35000000
3279,Seven Psychopaths,$ 15000000,$,15000000
3280,What Maisie Knew,$ 6000000,$,6000000
3281,Mud,$ 10000000,$,10000000
3282,Miss Peregrine's Home for Peculiar Children,$ 110000000,$,110000000
3283,Carrie,$ 30000000,$,30000000
3284,About Cherry,$ 2500000,$,2500000
3285,UglyDolls,$ 45000000,$,45000000
3286,Ford v Ferrari,$ 97600000,$,97600000
3287,The Immigrant,$ 16000000,$,16000000
3288,The Hangover Part III,$ 103000000,$,103000000
3289,The Hunger Games: Catching Fire,$ 130000000,$,130000000
3290,The Hunger Games: Mockingjay - Part 1,$ 125000000,$,125000000
3291,The Hunger Games: Mockingjay - Part 2,$ 160000000,$,160000000
3292,Borgman,EUR 3100000,EUR,3410000.0000000005
3293,Oh Boy,EUR 300000,EUR,330000.0
3294,Sex Tape,$ 40000000,$,40000000
3295,Noah,$ 125000000,$,125000000
3296,The Hitman's Bodyguard,$ 30000000,$,30000000
3297,American Assassin,$ 33000000,$,33000000
3298,Tomorrowland,$ 190000000,$,190000000
3299,Father Figures,$ 25000000,$,25000000
3300,Stalingrad,$ 30000000,$,30000000
3301,Labor Day,$ 18000000,$,18000000
3302,The Comedian,$ 15000000,$,15000000
3303,Infinitely Polar Bear,$ 6700000,$,6700000
3304,A Most Wanted Man,$ 15000000,$,15000000
3305,King Arthur: Legend of the Sword,$ 175000000,$,175000000
3306,The Best of Me,$ 26000000,$,26000000
3307,The Neon Demon,$ 7000000,$,7000000
3308,Rules Don't Apply,$ 25000000,$,25000000
3309,The Two Faces of January,$ 31000000,$,31000000
3310,Victor Frankenstein,$ 65000000,$,65000000
3311,Rush,$ 38000000,$,38000000
3312,Toy Story 4,$ 200000000,$,200000000
3313,The Good Dinosaur,$ 200000000,$,200000000
3314,Pain & Gain,$ 26000000,$,26000000
3315,Begin Again,$ 8000000,$,8000000
3316,The Young and Prodigious T.S. Spivet,$ 33000000,$,33000000
3317,Thor: The Dark World,$ 170000000,$,170000000
3318,Geostorm,$ 120000000,$,120000000
3319,Pitch Perfect,$ 17000000,$,17000000
3320,Austenland,GBP 4900000,GBP,6174000.0
3321,Angry Birds,$ 73000000,$,73000000
3322,Cloudy with a Chance of Meatballs 2,$ 78000000,$,78000000
3323,The Upside,$ 37500000,$,37500000
3324,Robot & Frank,$ 2500000,$,2500000
3325,"For a Good Time, Call...",$ 850000,$,850000
3326,Hell Fest,$ 5500000,$,5500000
3327,Machete Kills,$ 20000000,$,20000000
3328,Neighbors,$ 18000000,$,18000000
3329,War Dogs,$ 40000000,$,40000000
3330,The 33,$ 26000000,$,26000000
3331,No Good Deed,$ 13200000,$,13200000
3332,Kaze tachinu,$ 30000000,$,30000000
3333,Guardians of the Galaxy,$ 170000000,$,170000000
3334,Man of Tai Chi,$ 25000000,$,25000000
3335,The Smurfs 2,$ 105000000,$,105000000
3336,All Is Lost,$ 9000000,$,9000000
3337,Camille Claudel 1915,EUR 3200000,EUR,3520000.0000000005
3338,Diary of a Wimpy Kid: Dog Days,$ 22000000,$,22000000
3339,Mama,$ 15000000,$,15000000
3340,Sightseers,GBP 1300000,GBP,1638000.0
3341,Identity Thief,$ 35000000,$,35000000
3342,Non-Stop,$ 50000000,$,50000000
3343,12 Years a Slave,$ 20000000,$,20000000
3344,The Finest Hours,$ 80000000,$,80000000
3345,Laggies,$ 5000000,$,5000000
3346,The Last Exorcism Part II,$ 5000000,$,5000000
3347,The Great Wall,$ 150000000,$,150000000
3348,Flatliners,$ 19000000,$,19000000
3349,The Gambler,$ 25000000,$,25000000
3350,Inside Llewyn Davis,$ 11000000,$,11000000
3351,De rouille et d'os,EUR 15400000,EUR,16940000.0
3352,Side Effects,$ 30000000,$,30000000
3353,Eye in the Sky,$ 13000000,$,13000000
3354,The Railway Man,$ 18000000,$,18000000
3355,Point Break,$ 105000000,$,105000000
3356,13 Sins,$ 4000000,$,4000000
3357,Rocketman,$ 40000000,$,40000000
3358,Sleepless,$ 30000000,$,30000000
3359,Steve Jobs,$ 30000000,$,30000000
3360,The Best Man Holiday,$ 17000000,$,17000000
3361,Trouble with the Curve,$ 30000000,$,30000000
3362,The Imitation Game,$ 14000000,$,14000000
3363,Upstream Color,$ 50000,$,50000
3364,Big Game,EUR 8500000,EUR,9350000.0
3365,Captain Underpants: The First Epic Movie,$ 38000000,$,38000000
3366,Promised Land,$ 15000000,$,15000000
3367,Mr. Right,$ 8000000,$,8000000
3368,Assassin's Creed,$ 125000000,$,125000000
3369,Dumb and Dumber To,$ 40000000,$,40000000
3370,Inside Out,$ 175000000,$,175000000
3371,"McFarland, USA",$ 17000000,$,17000000
3372,Dead Man Down,$ 30000000,$,30000000
3373,Spring Breakers,$ 5000000,$,5000000
3374,Maniac,$ 6000000,$,6000000
3375,Tammy,$ 20000000,$,20000000
3376,Dawn of the Planet of the Apes,$ 170000000,$,170000000
3377,Into the Storm,$ 50000000,$,50000000
3378,Jagten,$ 3800000,$,3800000
3379,Paranormal Activity 4,$ 5000000,$,5000000
3380,Transformers: Age of Extinction,$ 210000000,$,210000000
3381,Hundraåringen som klev ut genom fönstret och försvann,SEK 63000000,SEK,6300000.0
3382,Hacksaw Ridge,$ 40000000,$,40000000
3383,The House with a Clock in Its Walls,$ 42000000,$,42000000
3384,Pixels,$ 88000000,$,88000000
3385,Beasts of the Southern Wild,$ 1800000,$,1800000
3386,Collide,$ 21500000,$,21500000
3387,San Andreas,$ 110000000,$,110000000
3388,Second Act,$ 16000000,$,16000000
3389,The Bling Ring,$ 8000000,$,8000000
3390,Long Shot,$ 40000000,$,40000000
3391,Saving Mr. Banks,$ 35000000,$,35000000
3392,Self/less,$ 26000000,$,26000000
3393,The Accountant,$ 44000000,$,44000000
3394,The Current War,$ 30000000,$,30000000
3395,Getaway,$ 18000000,$,18000000
3396,Bad Words,$ 10000000,$,10000000
3397,Horrible Bosses 2,$ 42000000,$,42000000
3398,St. Vincent,$ 13000000,$,13000000
3399,Maps to the Stars,$ 15000000,$,15000000
3400,3 Days to Kill,$ 28000000,$,28000000
3401,Metallica Through the Never,$ 18000000,$,18000000
3402,The Monuments Men,$ 70000000,$,70000000
3403,American Sniper,$ 58800000,$,58800000
3404,Into the Woods,$ 50000000,$,50000000
3405,Song One,$ 6000000,$,6000000
3406,Earth to Echo,$ 13000000,$,13000000
3407,The Purge,$ 3000000,$,3000000
3408,Grown Ups 2,$ 80000000,$,80000000
3409,The Counselor,$ 25000000,$,25000000
3410,About Time,$ 12000000,$,12000000
3411,Run All Night,$ 50000000,$,50000000
3412,The Other Woman,$ 40000000,$,40000000
3413,Before Midnight,$ 3000000,$,3000000
3414,Transcendence,$ 100000000,$,100000000
3415,Jimmy P.,$ 10000000,$,10000000
3416,Madea's Witness Protection,$ 20000000,$,20000000
3417,Louder Than Bombs,$ 11000000,$,11000000
3418,Draft Day,$ 25000000,$,25000000
3419,Home,$ 135000000,$,135000000
3420,Insidious: Chapter 2,$ 5000000,$,5000000
3421,The Mountain Between Us,$ 35000000,$,35000000
3422,Don Jon,$ 3000000,$,3000000
3423,Rampage,$ 120000000,$,120000000
3424,The Internship,$ 58000000,$,58000000
3425,The Quiet Ones,$ 200000,$,200000
3426,Valerian and the City of a Thousand Planets,$ 177200000,$,177200000
3427,Think Like a Man Too,$ 24000000,$,24000000
3428,Money Monster,$ 27000000,$,27000000
3429,A Haunted House,$ 2500000,$,2500000
3430,Big Hero 6,$ 165000000,$,165000000
3431,When the Game Stands Tall,$ 15000000,$,15000000
3432,Spider-Man: Homecoming,$ 175000000,$,175000000
3433,Ballerina,$ 30000000,$,30000000
3434,The Book of Life,$ 50000000,$,50000000
3435,Serbuan Maut 2: Berandal,$ 4500000,$,4500000
3436,Kung Fu Panda 3,$ 145000000,$,145000000
3437,Gone Girl,$ 61000000,$,61000000
3438,Magic Mike XXL,$ 14800000,$,14800000
3439,Hellboy,$ 50000000,$,50000000
3440,Finding Dory,$ 200000000,$,200000000
3441,The Grand Budapest Hotel,$ 25000000,$,25000000
3442,La vie d'Adèle,EUR 4000000,EUR,4400000.0
3443,Love the Coopers,$ 17000000,$,17000000
3444,The SpongeBob Movie: Sponge Out of Water,$ 74000000,$,74000000
3445,Muppets Most Wanted,$ 50000000,$,50000000
3446,Men in Black: International,$ 110000000,$,110000000
3447,Jumanji: Welcome to the Jungle,$ 90000000,$,90000000
3448,Minions,$ 74000000,$,74000000
3449,22 Jump Street,$ 50000000,$,50000000
3450,Frozen,$ 150000000,$,150000000
3451,Sherlock Gnomes,$ 59000000,$,59000000
3452,Pieta,EUR 103000,EUR,113300.00000000001
3453,La danza de la realidad,$ 3000000,$,3000000
3454,Olympus Has Fallen,$ 70000000,$,70000000
3455,Mandela: Long Walk to Freedom,$ 35000000,$,35000000
3456,The 5th Wave,$ 38000000,$,38000000
3457,Wild,$ 15000000,$,15000000
3458,The Gallows,$ 100000,$,100000
3459,The Hobbit: The Battle of the Five Armies,$ 250000000,$,250000000
3460,Homefront,$ 22000000,$,22000000
3461,Alien: Covenant,$ 97000000,$,97000000
3462,Endless Love,$ 20000000,$,20000000
3463,Hell Baby,$ 2500000,$,2500000
3464,Ma vie de Courgette,EUR 6500000,EUR,7150000.000000001
3465,The Babadook,$ 2000000,$,2000000
3466,Fifty Shades of Grey,$ 40000000,$,40000000
3467,Trudno byt bogom,$ 7000000,$,7000000
3468,Mary Queen of Scots,$ 25000000,$,25000000
3469,The Expendables 3,$ 90000000,$,90000000
3470,The Zero Theorem,$ 8500000,$,8500000
3471,Fruitvale Station,$ 900000,$,900000
3472,Snatched,$ 42000000,$,42000000
3473,Blue Jasmine,$ 18000000,$,18000000
3474,White House Down,$ 150000000,$,150000000
3475,The Woman in Black 2: Angel of Death,$ 15000000,$,15000000
3476,Third Person,$ 28000000,$,28000000
3477,Parkland,$ 10000000,$,10000000
3478,The Rover,$ 12000000,$,12000000
3479,The Mummy,$ 125000000,$,125000000
3480,Silent Night,$ 5000000,$,5000000
3481,Mississippi Grind,$ 6000000,$,6000000
3482,Barefoot,$ 6000000,$,6000000
3483,Jobs,$ 12000000,$,12000000
3484,Rio 2,$ 103000000,$,103000000
3485,La grande bellezza,EUR 9200000,EUR,10120000.0
3486,Unfinished Business,$ 35000000,$,35000000
3487,Blue Ruin,$ 420000,$,420000
3488,Live by Night,$ 108000000,$,108000000
3489,The Intern,$ 35000000,$,35000000
3490,Gåten Ragnarok,NOK 38500000,NOK,38500000
3491,Runner Runner,$ 30000000,$,30000000
3492,"Where'd You Go, Bernadette",$ 20000000,$,20000000
3493,Bastille Day,$ 20000000,$,20000000
3494,Need for Speed,$ 66000000,$,66000000
3495,Deliver Us from Evil,$ 30000000,$,30000000
3496,No se aceptan devoluciones,$ 5000000,$,5000000
3497,The Glass Castle,$ 9000000,$,9000000
3498,Spectre,$ 245000000,$,245000000
3499,Coco,$ 175000000,$,175000000
3500,Brooklyn,$ 11000000,$,11000000
3501,Mission: Impossible - Rogue Nation,$ 150000000,$,150000000
3502,Focus,$ 50100000,$,50100000
3503,The Huntsman: Winter's War,$ 115000000,$,115000000
3504,Joe,$ 4000000,$,4000000
3505,The Sacrament,$ 4000000,$,4000000
3506,How to Train Your Dragon: The Hidden World,$ 129000000,$,129000000
3507,Keeping Up with the Joneses,$ 40000000,$,40000000
3508,Delivery Man,$ 26000000,$,26000000
3509,Oculus,$ 5000000,$,5000000
3510,Cheap Thrills,$ 200000,$,200000
3511,Enough Said,$ 8000000,$,8000000
3512,Avengers: Age of Ultron,$ 250000000,$,250000000
3513,The Homesman,$ 16000000,$,16000000
3514,Smurfs: The Lost Village,$ 60000000,$,60000000
3515,Anomalisa,$ 8000000,$,8000000
3516,Dark Places,$ 20000000,$,20000000
3517,The November Man,$ 15000000,$,15000000
3518,Carol,$ 11800000,$,11800000
3519,The Green Inferno,$ 5000000,$,5000000
3520,Belle,$ 10900000,$,10900000
3521,Gods of Egypt,$ 140000000,$,140000000
3522,The Family,$ 30000000,$,30000000
3523,Woman in Gold,$ 11000000,$,11000000
3524,The Magnificent Seven,$ 90000000,$,90000000
3525,Le passé,$ 11000000,$,11000000
3526,The Heat,$ 43000000,$,43000000
3527,Atomic Blonde,$ 30000000,$,30000000
3528,Open Windows,EUR 3000000,EUR,3300000.0000000005
3529,Philomena,$ 12000000,$,12000000
3530,Project Almanac,$ 12000000,$,12000000
3531,Taken 3,$ 48000000,$,48000000
3532,Joy,$ 60000000,$,60000000
3533,The Peanuts Movie,$ 99000000,$,99000000
3534,Isn't It Romantic,$ 31000000,$,31000000
3535,Masterminds,$ 25000000,$,25000000
3536,Hateship Loveship,$ 5000000,$,5000000
3537,And So It Goes,$ 18000000,$,18000000
3538,Il capitale umano,EUR 6000000,EUR,6600000.000000001
3539,Left Behind,$ 16000000,$,16000000
3540,Paranormal Activity: The Ghost Dimension,$ 10000000,$,10000000
3541,Paranormal Activity: The Marked Ones,$ 5000000,$,5000000
3542,Mr. Turner,GBP 8200000,GBP,10332000.0
3543,The Last Five Years,$ 2000000,$,2000000
3544,Star Wars: Episode VII - The Force Awakens,$ 245000000,$,245000000
3545,Burnt,$ 20000000,$,20000000
3546,Hotel Transylvania 2,$ 80000000,$,80000000
3547,Billy Lynn's Long Halftime Walk,$ 40000000,$,40000000
3548,Jauja,ARS 3000000,ARS,45000.0
3549,Escobar: Paradise Lost,$ 17000000,$,17000000
3550,The Gunman,$ 40000000,$,40000000
3551,Viva la libertà,EUR 5000000,EUR,5500000.0
3552,Star Wars: Episode VIII - The Last Jedi,$ 317000000,$,317000000
3553,God's Not Dead,$ 2000000,$,2000000
3554,Blockers,$ 21000000,$,21000000
3555,Miekkailija,EUR 1605000,EUR,1765500.0000000002
3556,Arrival,$ 47000000,$,47000000
3557,Wonder,$ 20000000,$,20000000
3558,The Light Between Oceans,$ 20000000,$,20000000
3559,Crimson Peak,$ 55000000,$,55000000
3560,The Second Best Exotic Marigold Hotel,$ 10000000,$,10000000
3561,Pacific Rim: Uprising,$ 150000000,$,150000000
3562,A Million Ways to Die in the West,$ 40000000,$,40000000
3563,Get Hard,$ 40000000,$,40000000
3564,Birdman or (The Unexpected Virtue of Ignorance),$ 18000000,$,18000000
3565,Alice Through the Looking Glass,$ 170000000,$,170000000
3566,Going in Style,$ 25000000,$,25000000
3567,Kaguyahime no monogatari,JPY 5000000000,JPY,46499999.99999999
3568,Life After Beth,$ 2400000,$,2400000
3569,Me and Earl and the Dying Girl,$ 8000000,$,8000000
3570,Shut In,$ 10000000,$,10000000
3571,Hell or High Water,$ 12000000,$,12000000
3572,Whiplash,$ 3300000,$,3300000
3573,The Fault in Our Stars,$ 12000000,$,12000000
3574,Resident Evil: The Final Chapter,$ 40000000,$,40000000
3575,A Madea Christmas,$ 25000000,$,25000000
3576,Step Up All In,$ 45000000,$,45000000
3577,Ted 2,$ 68000000,$,68000000
3578,Hot Tub Time Machine 2,$ 14000000,$,14000000
3579,Ben-Hur,$ 100000000,$,100000000
3580,Midnight Special,$ 18000000,$,18000000
3581,The Good Lie,$ 20000000,$,20000000
3582,Star Trek Beyond,$ 185000000,$,185000000
3583,Fences,$ 24000000,$,24000000
3584,Me Before You,$ 20000000,$,20000000
3585,Churchill,$ 6400000,$,6400000
3586,Hitman: Agent 47,$ 35000000,$,35000000
3587,Night at the Museum: Secret of the Tomb,$ 127000000,$,127000000
3588,Locke,$ 2000000,$,2000000
3589,The Boss,$ 29000000,$,29000000
3590,Game Night,$ 37000000,$,37000000
3591,The Grinch,$ 75000000,$,75000000
3592,The Secret Life of Pets,$ 75000000,$,75000000
3593,Fury,$ 68000000,$,68000000
3594,Blackhat,$ 70000000,$,70000000
3595,Everest,$ 55000000,$,55000000
3596,The Longest Ride,$ 34000000,$,34000000
3597,"Deux jours, une nuit",EUR 7000000,EUR,7700000.000000001
3598,Devil's Due,$ 7000000,$,7000000
3599,Sinister 2,$ 10000000,$,10000000
3600,The One I Love,$ 100000,$,100000
3601,T2 Trainspotting,$ 18000000,$,18000000
3602,Beauty and the Beast,$ 160000000,$,160000000
3603,Veronica Mars,$ 6000000,$,6000000
3604,Geung see,HKD 15000000,HKD,1950000.0
3605,Thank You for Your Service,$ 20000000,$,20000000
3606,The Interview,$ 44000000,$,44000000
3607,Pete's Dragon,$ 65000000,$,65000000
3608,Annihilation,$ 40000000,$,40000000
3609,The Pyramid,$ 6500000,$,6500000
3610,Kingsman: The Secret Service,$ 81000000,$,81000000
3611,Furious Seven,$ 190000000,$,190000000
3612,Rock Dog,$ 60000000,$,60000000
3613,Mike and Dave Need Wedding Dates,$ 33000000,$,33000000
3614,A Haunted House 2,$ 4000000,$,4000000
3615,Død snø 2,NOK 35000000,NOK,35000000
3616,Fehér isten,HUF 700000000,HUF,2170000.0
3617,Pitch Perfect 2,$ 29000000,$,29000000
3618,Tag,$ 28000000,$,28000000
3619,Ratchet & Clank,$ 20000000,$,20000000
3620,Coherence,$ 50000,$,50000
3621,Ride Along 2,$ 40000000,$,40000000
3622,"As Above, So Below",$ 5000000,$,5000000
3623,Magic in the Moonlight,$ 16800000,$,16800000
3624,The Shack,$ 20000000,$,20000000
3625,Nightcrawler,$ 8500000,$,8500000
3626,Lucy,$ 40000000,$,40000000
3627,Shaun the Sheep Movie,$ 25000000,$,25000000
3628,Red Sparrow,$ 69000000,$,69000000
3629,Black or White,$ 9000000,$,9000000
3630,Chef,$ 11000000,$,11000000
3631,Macbeth,$ 15000000,$,15000000
3632,99 Homes,$ 8000000,$,8000000
3633,Manglehorn,$ 4000000,$,4000000
3634,Insurgent,$ 110000000,$,110000000
3635,My Old Lady,$ 5000000,$,5000000
3636,Le dernier loup,$ 38000000,$,38000000
3637,The Signal,$ 4000000,$,4000000
3638,The Dressmaker,AUD 17000000,AUD,11050000.0
3639,John Wick,$ 20000000,$,20000000
3640,The Lazarus Effect,$ 3300000,$,3300000
3641,47 Meters Down,$ 5300000,$,5300000
3642,Far from the Madding Crowd,GBP 12000000,GBP,15120000.0
3643,Ad Astra,$ 87500000,$,87500000
3644,Everybody Wants Some!!,$ 10000000,$,10000000
3645,A Most Violent Year,$ 20000000,$,20000000
3646,The Transporter Refueled,$ 25000000,$,25000000
3647,Zootopia,$ 150000000,$,150000000
3648,Hot Pursuit,$ 35000000,$,35000000
3649,Alvin and the Chipmunks: The Road Chip,$ 90000000,$,90000000
3650,The Purge: Anarchy,$ 9000000,$,9000000
3651,Batman v Superman: Dawn of Justice,$ 250000000,$,250000000
3652,Term Life,$ 16500000,$,16500000
3653,Dolphin Tale 2,$ 36000000,$,36000000
3654,A Hologram for the King,$ 30000000,$,30000000
3655,The Theory of Everything,$ 15000000,$,15000000
3656,The Guest,$ 5000000,$,5000000
3657,The Hundred-Foot Journey,$ 22000000,$,22000000
3658,Planes: Fire & Rescue,$ 50000000,$,50000000
3659,Mandariinid,EUR 650000,EUR,715000.0
3660,Camp X-Ray,$ 1000000,$,1000000
3661,The Water Diviner,$ 22500000,$,22500000
3662,Relatos salvajes,$ 3300000,$,3300000
3663,The Lego Ninjago Movie,$ 70000000,$,70000000
3664,Moms' Night Out,$ 5000000,$,5000000
3665,Criminal,$ 31500000,$,31500000
3666,The Jungle Book,$ 175000000,$,175000000
3667,Mortdecai,$ 60000000,$,60000000
3668,Inferno,$ 75000000,$,75000000
3669,Bad Grandpa,$ 15000000,$,15000000
3670,The Conjuring 2,$ 40000000,$,40000000
3671,Love & Friendship,$ 3000000,$,3000000
3672,Hardcore Henry,$ 2000000,$,2000000
3673,Creed,$ 35000000,$,35000000
3674,Suffragette,$ 14000000,$,14000000
3675,Spy,$ 65000000,$,65000000
3676,Monster Trucks,$ 125000000,$,125000000
3677,Tusk,$ 3000000,$,3000000
3678,Crazy Rich Asians,$ 30000000,$,30000000
3679,Now You See Me 2,$ 90000000,$,90000000
3680,Beyond the Lights,$ 7000000,$,7000000
3681,The Bookshop,$ 5400000,$,5400000
3682,Desierto,$ 3000000,$,3000000
3683,The House of Magic,$ 34000000,$,34000000
3684,Trainwreck,$ 35000000,$,35000000
3685,Rock the Kasbah,$ 15000000,$,15000000
3686,Mr. Holmes,$ 10000000,$,10000000
3687,Room,$ 13000000,$,13000000
3688,The Diary of a Teenage Girl,$ 2000000,$,2000000
3689,Honeymoon,$ 1000000,$,1000000
3690,"Men, Women & Children",$ 16000000,$,16000000
3691,The Boy Next Door,$ 4000000,$,4000000
3692,Bitter Harvest,$ 20000000,$,20000000
3693,Fantastic Beasts and Where to Find Them,$ 180000000,$,180000000
3694,Insidious: Chapter 3,$ 10000000,$,10000000
3695,Trumbo,$ 15000000,$,15000000
3696,Slow West,$ 2000000,$,2000000
3697,Son of God,$ 22000000,$,22000000
3698,Incarnate,$ 5000000,$,5000000
3699,Alléluia,EUR 2896000,EUR,3185600.0000000005
3700,Risen,$ 20000000,$,20000000
3701,It Follows,$ 1000000,$,1000000
3702,Loving Vincent,EUR 5000000,EUR,5500000.0
3703,Sully,$ 60000000,$,60000000
3704,Creative Control,$ 1000000,$,1000000
3705,Il racconto dei racconti - Tale of Tales,EUR 12000000,EUR,13200000.000000002
3706,Welcome to Marwen,$ 39000000,$,39000000
3707,Equals,$ 16000000,$,16000000
3708,London Has Fallen,$ 60000000,$,60000000
3709,Youth,EUR 12300000,EUR,13530000.000000002
3710,Logan,$ 97000000,$,97000000
3711,American Ultra,$ 28000000,$,28000000
3712,Still Alice,$ 5000000,$,5000000
3713,The Mercy,$ 32000000,$,32000000
3714,Concussion,$ 35000000,$,35000000
3715,Annabelle,$ 6500000,$,6500000
3716,Pan,$ 150000000,$,150000000
3717,Jigsaw,$ 10000000,$,10000000
3718,Friend Request,$ 9900000,$,9900000
3719,Tolkien,$ 20000000,$,20000000
3720,Max,$ 20000000,$,20000000
3721,Transformers: The Last Knight,$ 217000000,$,217000000
3722,Grimsby,$ 35000000,$,35000000
3723,X-Men: Apocalypse,$ 178000000,$,178000000
3724,Stan & Ollie,$ 10000000,$,10000000
3725,A United Kingdom,$ 14000000,$,14000000
3726,Scary Stories to Tell in the Dark,$ 25000000,$,25000000
3727,The Forest,$ 10000000,$,10000000
3728,Jack Reacher: Never Go Back,$ 60000000,$,60000000
3729,Sicario,$ 30000000,$,30000000
3730,Samba,$ 20000000,$,20000000
3731,Fist Fight,$ 22000000,$,22000000
3732,Murder on the Orient Express,$ 55000000,$,55000000
3733,Allegiant,$ 110000000,$,110000000
3734,Ferdinand,$ 111000000,$,111000000
3735,A Monster Calls,$ 43000000,$,43000000
3736,What We Do in the Shadows,$ 1600000,$,1600000
3737,Ice Age: Collision Course,$ 105000000,$,105000000
3738,Avril et le monde truqué,$ 12400000,$,12400000
3739,Cake,$ 7000000,$,7000000
3740,Paul Blart: Mall Cop 2,$ 30000000,$,30000000
3741,War for the Planet of the Apes,$ 150000000,$,150000000
3742,The Hateful Eight,$ 44000000,$,44000000
3743,Unforgettable,$ 12000000,$,12000000
3744,The Lobster,EUR 4000000,EUR,4400000.0
3745,Despicable Me 3,$ 80000000,$,80000000
3746,Sing,$ 75000000,$,75000000
3747,The Nut Job 2: Nutty by Nature,$ 40000000,$,40000000
3748,The Walk,$ 35000000,$,35000000
3749,Captain America: Civil War,$ 250000000,$,250000000
3750,Race,$ 30000000,$,30000000
3751,Thor: Ragnarok,$ 180000000,$,180000000
3752,Ci ke Nie Yin Niang,$ 15000000,$,15000000
3753,The Lego Movie 2: The Second Part,$ 99000000,$,99000000
3754,The Disaster Artist,$ 10000000,$,10000000
3755,Moana,$ 150000000,$,150000000
3756,Mechanic: Resurrection,$ 40000000,$,40000000
3757,The Night Before,$ 25000000,$,25000000
3758,Nerve,$ 19000000,$,19000000
3759,American Made,$ 50000000,$,50000000
3760,Whiskey Tango Foxtrot,$ 35000000,$,35000000
3761,Girls Trip,$ 19000000,$,19000000
3762,The Visit,$ 5000000,$,5000000
3763,Legend,$ 30000000,$,30000000
3764,Not Cool,$ 800000,$,800000
3765,Bilal: A New Breed of Hero,$ 30000000,$,30000000
3766,Knock Knock,$ 2500000,$,2500000
3767,Cars 3,$ 175000000,$,175000000
3768,Incredibles 2,$ 200000000,$,200000000
3769,A Street Cat Named Bob,$ 8000000,$,8000000
3770,Jem and the Holograms,$ 5000000,$,5000000
3771,Bølgen,EUR 6000000,EUR,6600000.000000001
3772,Paper Towns,$ 12000000,$,12000000
3773,Ricki and the Flash,$ 18000000,$,18000000
3774,Barbershop: The Next Cut,$ 20000000,$,20000000
3775,The Girl on the Train,$ 45000000,$,45000000
3776,Allied,$ 85000000,$,85000000
3777,The Martian,$ 108000000,$,108000000
3778,Tian jiang xiong shi,$ 65000000,$,65000000
3779,Bridge of Spies,$ 40000000,$,40000000
3780,The BFG,$ 140000000,$,140000000
3781,Remember,CAD 13000000,CAD,9360000.0
3782,By the Sea,$ 10000000,$,10000000
3783,Unfriended,$ 1000000,$,1000000
3784,The Hollars,$ 3800000,$,3800000
3785,Irrational Man,$ 11000000,$,11000000
3786,Elle,EUR 9000000,EUR,9900000.0
3787,Underworld: Blood Wars,$ 35000000,$,35000000
3788,Power Rangers,$ 100000000,$,100000000
3789,Maudie,EUR 4993020,EUR,5492322.0
3790,The Lady in the Van,$ 6000000,$,6000000
3791,Kong: Skull Island,$ 185000000,$,185000000
3792,Godzilla: King of the Monsters,$ 170000000,$,170000000
3793,Lion,$ 12000000,$,12000000
3794,Rogue One,$ 200000000,$,200000000
3795,My Big Fat Greek Wedding 2,$ 18000000,$,18000000
3796,The Equalizer 2,$ 62000000,$,62000000
3797,"Hello, My Name Is Doris",$ 1000000,$,1000000
3798,Snowden,$ 40000000,$,40000000
3799,Love,$ 3000000,$,3000000
3800,Solo: A Star Wars Story,$ 275000000,$,275000000
3801,La La Land,$ 30000000,$,30000000
3802,We Are Your Friends,$ 2000000,$,2000000
3803,Le tout nouveau testament,EUR 8555500,EUR,9411050.0
3804,The Nice Guys,$ 50000000,$,50000000
3805,Saul fia,EUR 1500000,EUR,1650000.0000000002
3806,Tangerine,$ 100000,$,100000
3807,The Predator,$ 88000000,$,88000000
3808,Only the Brave,$ 38000000,$,38000000
3809,War Room,$ 3000000,$,3000000
3810,31,$ 1500000,$,1500000
3811,Under sandet,DKK 35500000,DKK,5325000.0
3812,Dope,$ 7000000,$,7000000
3813,Krampus,$ 15000000,$,15000000
3814,Dumbo,$ 170000000,$,170000000
3815,The Perfect Guy,$ 12000000,$,12000000
3816,Lazer Team,$ 2480421,$,2480421
3817,The Goldfinch,$ 45000000,$,45000000
3818,The Boss Baby,$ 125000000,$,125000000
3819,Stronger,$ 30000000,$,30000000
3820,The Boy,$ 10000000,$,10000000
3821,Baby Driver,$ 34000000,$,34000000
3822,Guardians of the Galaxy Vol. 2,$ 200000000,$,200000000
3823,The Space Between Us,$ 30000000,$,30000000
3824,Teenage Mutant Ninja Turtles: Out of the Shadows,$ 135000000,$,135000000
