,title,year,country,language,duration,genre,director,production_company,description,budget,usa_gross_income,worlwide_gross_income,IMDB_rating,metascore,reviews_from_users,votes,reviews_from_critics,female_avg_rating,male_avg_rating,female_votes,male_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval,genre_1,genre_2,genre_3,country_1,country_2,country_3,budget_USD,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3
3353,Point Break,2015,"China, Germany, USA, Austria, Italy, Canada","English, French, Spanish",114,"Action, Crime, Sport",Ericson Core,Alcon Entertainment,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",$ 105000000,$ 28782481,$ 133718711,5.3,34.0,251.0,54930,189.0,5.7,5.3,6369.0,35550.0,5.9,44.0,5.6,11876.0,5.2,20999.0,5.1,6076.0,16852,28847,9231,0.31,0,Action, Crime, Sport,China, Germany, USA,105000000.0,Edgar Ramírez,D,Luke Bracey,D,Ray Winstone,C
3189,Danny Collins,2015,USA,English,106,"Biography, Comedy, Drama",Dan Fogelman,Big Indie Pictures,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by,$ 10000000,$ 5637066,$ 10835752,7.0,58.0,121.0,28160,151.0,7.1,7.0,4201.0,19158.0,7.3,6.0,7.1,5242.0,7.0,11991.0,7.0,5119.0,20860,6767,533,0.74,1,Biography, Comedy, Drama,USA,,,10000000.0,Al Pacino,A,Annette Bening,B,Jennifer Garner,C
3329,The 33,2015,"Chile, Colombia, Spain","English, Spanish",127,"Biography, Drama, History",Patricia Riggen,Alcon Entertainment,"Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",$ 26000000,$ 12227722,$ 24902723,6.9,55.0,88.0,33055,129.0,7.1,6.8,4835.0,21295.0,6.8,21.0,7.1,6941.0,6.7,13535.0,6.9,4011.0,22917,9373,765,0.69,1,Biography, Drama, History,Chile, Colombia, Spain,26000000.0,Antonio Banderas,A,Rodrigo Santoro,D,Juliette Binoche,D
3051,Jupiter Ascending,2015,"USA, Australia","English, Russian",127,"Action, Adventure, Sci-Fi","Lana Wachowski, Lilly Wachowski",Warner Bros.,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,$ 176000000,$ 47387723,$ 183887723,5.3,40.0,855.0,169999,413.0,5.5,5.3,28770.0,107735.0,4.8,90.0,5.3,38807.0,5.3,70253.0,5.6,19385.0,50627,90047,29325,0.3,0,Action, Adventure, Sci-Fi,USA, Australia,,176000000.0,Mila Kunis,B,Channing Tatum,A,Sean Bean,D
1745,Jurassic World,2015,USA,English,124,"Action, Adventure, Sci-Fi",Colin Trevorrow,Universal Pictures,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",$ 150000000,$ 652270625,$ 1670400637,7.0,59.0,1489.0,550189,688.0,7.3,6.9,71865.0,332466.0,7.2,845.0,7.1,148592.0,6.9,185514.0,6.9,38194.0,385112,145719,19358,0.7,1,Action, Adventure, Sci-Fi,USA,,,150000000.0,Chris Pratt,A,Bryce Dallas Howard,B,Irrfan Khan,D
3746,The Walk,2015,USA,"English, French, Czech",123,"Adventure, Biography, Drama",Robert Zemeckis,Sony Pictures Entertainment (SPE),"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",$ 35000000,$ 10137502,$ 61181942,7.3,70.0,236.0,112139,369.0,7.3,7.3,13996.0,73729.0,7.5,106.0,7.4,31725.0,7.2,41766.0,7.3,9037.0,89930,20448,1761,0.8,1,Adventure, Biography, Drama,USA,,,35000000.0,Joseph Gordon-Levitt,B,Guillaume Baillargeon,D,Émilie Leclerc,D
2956,Vacation,2015,USA,English,99,"Adventure, Comedy","John Francis Daley, Jonathan Goldstein",BenderSpink,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",$ 31000000,$ 58884188,$ 104884188,6.1,34.0,293.0,89750,224.0,6.2,6.1,12515.0,57164.0,5.9,122.0,6.2,22672.0,6.1,34238.0,6.0,8328.0,41903,40207,7640,0.47,0,Adventure, Comedy,,USA,,,31000000.0,Ed Helms,B,Christina Applegate,D,Skyler Gisondo,D
3760,The Visit,2015,USA,English,94,"Horror, Mystery, Thriller",M. Night Shyamalan,Blinding Edge Pictures,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,$ 5000000,$ 65206105,$ 98450062,6.2,55.0,586.0,105309,416.0,6.3,6.2,17667.0,63108.0,5.4,115.0,6.3,25603.0,6.2,40159.0,6.0,10135.0,52394,43012,9903,0.5,0,Horror, Mystery, Thriller,USA,,,5000000.0,Olivia DeJonge,D,Ed Oxenbould,D,Deanna Dunagan,D
3755,The Night Before,2015,USA,English,101,"Comedy, Fantasy",Jonathan Levine,Columbia Pictures,"On Christmas eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.",$ 25000000,$ 43047372,$ 52395996,6.4,58.0,130.0,59826,169.0,6.4,6.4,7502.0,39829.0,6.3,41.0,6.6,17010.0,6.3,23636.0,5.9,4197.0,31037,25438,3351,0.52,0,Comedy, Fantasy,,USA,,,25000000.0,Joseph Gordon-Levitt,B,Seth Rogen,A,Anthony Mackie,A
3742,The Lobster,2015,"Ireland, UK, Greece, France, Netherlands","English, French, Greek",119,"Comedy, Drama, Romance",Yorgos Lanthimos,Film4,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",EUR 4000000,$ 9077245,$ 15456717,7.1,82.0,586.0,191492,416.0,7.1,7.1,33970.0,112057.0,8.0,181.0,7.4,56678.0,7.0,66851.0,6.5,14456.0,137942,42139,11411,0.72,1,Comedy, Drama, Romance,Ireland, UK, Greece,4400000.0,Jacqueline Abrahams,D,Roger Ashton-Griffiths,D,Jessica Barden,D
2955,The Vatican Tapes,2015,USA,"English, Aramaic",91,"Horror, Thriller",Mark Neveldine,Lionsgate,A priest and two Vatican exorcists must do battle with an ancient satanic force to save the soul of a young woman.,$ 8000000,$ 1784763,$ 13015764,5.0,38.0,72.0,15201,104.0,5.1,4.8,2357.0,7749.0,9.0,82.0,4.5,2349.0,5.0,5595.0,5.0,1591.0,6121,6155,2925,0.4,0,Horror, Thriller,,USA,,,8000000.0,Olivia Taylor Dudley,D,John Patrick Amedori,D,Dougray Scott,D
3024,Z for Zachariah,2015,"Iceland, Switzerland, USA",English,98,"Drama, Sci-Fi, Thriller",Craig Zobel,Silver Reel,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.",$ 7500000,$ 121461,$ 381839,6.0,68.0,112.0,26134,133.0,5.9,6.0,3902.0,17493.0,6.1,12.0,6.1,5586.0,5.9,11147.0,5.9,3803.0,9773,14221,2140,0.37,0,Drama, Sci-Fi, Thriller,Iceland, Switzerland, USA,7500000.0,Chiwetel Ejiofor,A,Margot Robbie,B,Chris Pine,A
3442,The SpongeBob Movie: Sponge Out of Water,2015,"USA, South Korea, Australia",English,92,"Animation, Adventure, Comedy","Paul Tibbitt, Mike Mitchell",Paramount Animation,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",$ 74000000,$ 162994032,$ 325186032,6.0,62.0,161.0,45035,151.0,5.8,6.0,5430.0,27985.0,6.3,173.0,6.1,15788.0,5.9,12135.0,5.8,2833.0,19230,21167,4638,0.43,0,Animation, Adventure, Comedy,USA, South Korea, Australia,74000000.0,Antonio Banderas,A,Eric Bauza,D,Tim Conway,D
2951,Area 51,2015,USA,English,91,"Horror, Mystery, Sci-Fi",Oren Peli,Aramid Entertainment Fund,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",$ 5000000,$ 7556,$ 7556,4.2,30.0,82.0,11852,59.0,4.3,4.2,1602.0,7924.0,3.9,16.0,4.3,2600.0,4.2,4857.0,4.1,1561.0,1758,5998,4096,0.15,0,Horror, Mystery, Sci-Fi,USA,,,5000000.0,Reid Warner,D,Darrin Bragg,D,Ben Rovner,D
3022,The Big Short,2015,USA,English,130,"Biography, Comedy, Drama",Adam McKay,Paramount Pictures,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,$ 28000000,$ 70259870,$ 133440870,7.8,81.0,479.0,321537,468.0,7.6,7.8,38772.0,205465.0,7.8,249.0,7.8,91123.0,7.7,112720.0,7.7,24892.0,283161,34309,4067,0.88,1,Biography, Comedy, Drama,USA,,,28000000.0,Ryan Gosling,B,Rudy Eisenzopf,D,Casey Groves,D
3855,The Gift,2015,"USA, Australia, China",English,108,"Drama, Mystery, Thriller",Joel Edgerton,Blumhouse Productions,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,$ 5000000,$ 43787265,$ 58980521,7.0,77.0,373.0,126742,327.0,6.9,7.1,19010.0,80146.0,7.5,65.0,7.2,33954.0,6.9,47857.0,7.0,11919.0,92031,31875,2836,0.73,1,Drama, Mystery, Thriller,USA, Australia, China,5000000.0,Jason Bateman,A,Rebecca Hall,D,Joel Edgerton,C
3441,Love the Coopers,2015,USA,English,107,"Comedy, Fantasy, Romance",Jessie Nelson,CBS Films,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,$ 17000000,$ 26302731,$ 42426912,5.8,31.0,101.0,18364,110.0,6.0,5.6,5186.0,9151.0,5.0,13.0,5.8,4239.0,5.7,6802.0,5.8,2509.0,6706,9492,2166,0.37,0,Comedy, Fantasy, Romance,USA,,,17000000.0,Steve Martin,A,Diane Keaton,B,John Goodman,A
3750,Ci ke Nie Yin Niang,2015,"Taiwan, China, Hong Kong, France",Mandarin,105,"Action, Drama, History",Hsiao-Hsien Hou,Central Motion Pictures,A female assassin receives a dangerous mission to kill a political leader in eighth-century China.,$ 15000000,$ 632542,$ 11991669,6.3,80.0,121.0,14445,232.0,6.3,6.3,1633.0,10214.0,5.0,10.0,6.7,3356.0,6.2,6073.0,5.9,2105.0,7257,5606,1582,0.5,0,Action, Drama, History,Taiwan, China, Hong Kong,15000000.0,Qi Shu,D,Chen Chang,D,Yun Zhou,D
2960,Daddy's Home,2015,USA,English,96,"Comedy, Family",Sean Anders,Paramount Pictures,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",$ 50000000,$ 150357137,$ 242786137,6.2,42.0,184.0,100146,171.0,6.3,6.1,13159.0,61698.0,6.1,158.0,6.2,25945.0,6.1,35663.0,6.1,7738.0,44505,49771,5870,0.44,0,Comedy, Family,,USA,,,50000000.0,Will Ferrell,A,Mark Wahlberg,A,Linda Cardellini,D
3415,Louder Than Bombs,2015,"Norway, France, Denmark, USA","English, French",109,Drama,Joachim Trier,Motlys,"The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.",$ 11000000,$ 163807,$ 1160724,6.6,70.0,29.0,11020,174.0,6.6,6.6,2249.0,6760.0,6.8,4.0,6.8,2795.0,6.5,4241.0,6.4,1673.0,6506,3917,597,0.59,0,Drama,,,Norway, France, Denmark,11000000.0,Gabriel Byrne,D,Isabelle Huppert,D,Jesse Eisenberg,A
3436,Magic Mike XXL,2015,USA,English,115,"Comedy, Drama, Music",Gregory Jacobs,Warner Bros.,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",$ 14800000,$ 66013057,$ 117813057,5.6,60.0,141.0,49380,236.0,6.0,5.4,18673.0,19873.0,5.8,25.0,6.0,14827.0,5.5,17462.0,5.0,3954.0,18795,23428,7157,0.38,0,Comedy, Drama, Music,USA,,,14800000.0,Channing Tatum,A,Juan Piedrahita,D,Sharon Blackwood,D
3856,Woodlawn,2015,USA,English,123,"Drama, Sport","Andrew Erwin, Jon Erwin",Kevin Downes Productions,A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,$ 12000000,$ 14394097,$ 14401617,6.5,57.0,52.0,6196,18.0,7.1,6.3,765.0,3930.0,6.8,6.0,6.8,1097.0,6.1,2181.0,6.5,1071.0,3770,1888,538,0.61,1,Drama, Sport,,USA,,,12000000.0,Sean Astin,D,Nic Bishop,D,Caleb Castille,D
3446,Minions,2015,USA,"English, Spanish",91,"Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin",Illumination Entertainment,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",$ 74000000,$ 336045770,$ 1159398397,6.4,56.0,340.0,198975,333.0,6.6,6.3,35107.0,112400.0,5.8,529.0,6.4,57186.0,6.3,65577.0,6.5,13649.0,102743,83876,12356,0.52,0,Animation, Adventure, Comedy,USA,,,74000000.0,Sandra Bullock,A,Jon Hamm,B,Michael Keaton,A
3852,3 Generations,2015,USA,"English, Spanish",92,Drama,Gaby Dellal,Big Beach Films,"After Ray decides to transition from female to male, Ray's mother, Maggie, must come to terms with the decision while tracking down Ray's biological father to get his legal consent.",$ 5000000,$ 155936,$ 531046,5.9,47.0,24.0,5240,55.0,6.2,5.6,1860.0,2017.0,5.5,11.0,6.1,1356.0,5.7,1644.0,5.8,674.0,2157,2502,581,0.41,0,Drama,,,USA,,,5000000.0,Elle Fanning,C,Linda Emond,D,Susan Sarandon,B
3417,Home,2015,USA,"English, French",94,"Animation, Adventure, Comedy",Tim Johnson,DreamWorks Animation,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",$ 135000000,$ 177397510,$ 386041607,6.6,55.0,242.0,87283,176.0,7.1,6.4,21322.0,44972.0,6.0,193.0,6.8,25446.0,6.5,29725.0,6.5,6358.0,53561,29526,4196,0.61,1,Animation, Adventure, Comedy,USA,,,135000000.0,Jim Parsons,D,Rihanna,C,Steve Martin,A
3872,Lady Macbeth,2016,UK,English,89,"Drama, Romance",William Oldroyd,Sixty Six Pictures,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",GBP 500000,$ 1129408,$ 5401447,6.8,76.0,84.0,16093,216.0,6.7,6.9,3743.0,8842.0,5.7,8.0,7.0,3453.0,6.8,5774.0,6.8,2736.0,10316,5001,776,0.64,1,Drama, Romance,,UK,,,630000.0,Florence Pugh,D,Cosmo Jarvis,D,Paul Hilton,D
3808,31,2016,"UK, USA","English, Spanish, German",102,"Horror, Thriller",Rob Zombie,Bow and Arrow Entertainment,"Five carnival workers are kidnapped and held hostage in an abandoned, hellish compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",$ 1500000,$ 779820,$ 850419,5.1,35.0,187.0,16465,220.0,5.2,5.0,1733.0,10915.0,5.5,9.0,5.1,2714.0,5.0,7122.0,5.0,2032.0,4729,7951,3785,0.29,0,Horror, Thriller,,UK, USA,,1500000.0,Sheri Moon Zombie,D,Jeff Daniel Phillips,D,Lawrence-Hilton Jacobs,D
3674,Monster Trucks,2016,Canada,English,104,"Action, Adventure, Comedy",Chris Wedge,Paramount Pictures,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,$ 125000000,$ 33370166,$ 64493915,5.6,41.0,90.0,14047,115.0,6.3,5.6,1803.0,8664.0,4.8,37.0,5.7,2758.0,5.6,5161.0,5.8,1663.0,5013,7413,1621,0.36,0,Action, Adventure, Comedy,Canada,,,125000000.0,Lucas Till,D,Jane Levy,D,Thomas Lennon,D
3943,Lights Out,2016,USA,English,81,"Drama, Horror, Mystery",David F. Sandberg,New Line Cinema,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",$ 4900000,$ 67268835,$ 148868835,6.3,58.0,346.0,104851,317.0,6.4,6.3,15828.0,59701.0,6.2,209.0,6.4,29663.0,6.2,33046.0,6.3,6853.0,52639,46754,5458,0.5,0,Drama, Horror, Mystery,USA,,,4900000.0,Teresa Palmer,D,Gabriel Bateman,D,Alexander DiPersia,D
3793,My Big Fat Greek Wedding 2,2016,"USA, Canada","English, Greek",94,"Comedy, Romance",Kirk Jones,Gold Circle Films,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,$ 18000000,$ 59689605,$ 88923251,6.0,37.0,129.0,26535,182.0,6.3,5.8,8846.0,11553.0,6.5,24.0,6.2,5867.0,5.9,9610.0,6.1,3503.0,11595,12572,2368,0.44,0,Comedy, Romance,,USA, Canada,,18000000.0,Nia Vardalos,D,John Corbett,D,Michael Constantine,D
3941,LBJ,2016,USA,English,98,"Biography, Drama, History",Rob Reiner,Acacia Filmed Entertainment,"Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.",$ 26000000,$ 2470979,$ 2510151,6.5,54.0,52.0,4823,69.0,6.7,6.4,517.0,3248.0,6.3,3.0,6.2,507.0,6.3,1640.0,6.7,1411.0,2669,1872,282,0.55,0,Biography, Drama, History,USA,,,26000000.0,Woody Harrelson,A,Michael Stahl-David,D,Richard Jenkins,D
3881,Nine Lives,2016,"France, China, Canada",English,87,"Comedy, Drama, Family",Barry Sonnenfeld,EuropaCorp,A stuffy businessman finds himself trapped inside the body of his family's cat.,$ 30000000,$ 19700032,$ 57814445,5.3,11.0,124.0,19133,121.0,5.9,5.1,4708.0,9633.0,4.0,52.0,5.1,4350.0,5.3,6411.0,5.6,2189.0,6356,9256,3521,0.33,0,Comedy, Drama, Family,France, China, Canada,30000000.0,Kevin Spacey,C,Jennifer Garner,C,Robbie Amell,D
3926,Tenemos la carne,2016,Mexico,Spanish,79,"Drama, Fantasy, Horror",Emiliano Rocha Minter,Piano,"After wandering a ruined city for years in search of food and shelter, two siblings find their way into one of the last remaining buildings. Inside, they find a man who will make them a dangerous offer to survive the outside world.",$ 400000,$ 8438,$ 8438,4.7,62.0,19.0,1883,105.0,4.3,4.8,163.0,1355.0,4.0,2.0,5.2,317.0,4.6,850.0,4.4,298.0,513,783,587,0.27,0,Drama, Fantasy, Horror,Mexico,,,400000.0,Noé Hernández,D,María Evoli,D,Diego Gamaliel,D
3989,Gok-seong,2016,"South Korea, USA","Korean, Japanese",156,"Horror, Mystery, Thriller",Hong-jin Na,20th Century Fox,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",$ 6420000,$ 786633,$ 49851770,7.4,81.0,148.0,38644,216.0,7.2,7.5,4073.0,25825.0,7.4,30.0,7.7,9899.0,7.3,15095.0,7.0,3240.0,30590,6806,1248,0.79,1,Horror, Mystery, Thriller,South Korea, USA,,6420000.0,Do-won Kwak,D,Jung-min Hwang,D,Jun Kunimura,D
3677,Now You See Me 2,2016,"France, USA","English, Mandarin, Cantonese",129,"Action, Adventure, Comedy",Jon M. Chu,Summit Entertainment,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",$ 90000000,$ 65075540,$ 334897606,6.5,46.0,322.0,224398,280.0,6.8,6.3,34429.0,127806.0,7.0,489.0,6.6,68533.0,6.2,66271.0,6.2,13115.0,125783,88538,10077,0.56,0,Action, Adventure, Comedy,France, USA,,90000000.0,Jesse Eisenberg,A,Mark Ruffalo,A,Woody Harrelson,A
3924,Loving,2016,"UK, USA",English,123,"Biography, Drama, Romance",Jeff Nichols,Raindog Films,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",$ 9000000,$ 7751969,$ 12957265,7.0,79.0,115.0,28970,272.0,7.1,7.0,6504.0,16179.0,7.2,18.0,7.1,6758.0,6.9,10419.0,7.1,4342.0,20617,7539,814,0.71,1,Biography, Drama, Romance,UK, USA,,9000000.0,Ruth Negga,D,Joel Edgerton,C,Will Dalton,D
3967,Middle School: The Worst Years of My Life,2016,"USA, Cambodia","English, Khmer",92,"Comedy, Family",Steve Carr,CBS Films,"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.",$ 8500000,$ 20007149,$ 23316139,6.1,51.0,47.0,6811,42.0,6.4,5.9,1162.0,3594.0,6.3,52.0,6.2,1816.0,5.9,1766.0,6.0,742.0,3301,2972,538,0.48,0,Comedy, Family,,USA, Cambodia,,8500000.0,Griffin Gluck,D,Lauren Graham,D,Alexa Nisenson,D
3922,Fifty Shades of Black,2016,USA,English,92,Comedy,Michael Tiddes,IM Global,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,$ 5000000,$ 11686940,$ 22227514,3.5,28.0,75.0,17887,74.0,3.6,3.5,2944.0,10584.0,2.5,37.0,3.6,5591.0,3.5,5669.0,3.2,1241.0,2662,6200,9025,0.15,0,Comedy,,,USA,,,5000000.0,Marlon Wayans,D,Kali Hawk,D,Fred Willard,D
3921,Bad Moms,2016,USA,English,100,Comedy,"Jon Lucas, Scott Moore",STX Entertainment,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",$ 20000000,$ 113257297,$ 183936074,6.2,60.0,277.0,104832,198.0,6.6,6.0,27628.0,50337.0,6.7,144.0,6.3,27315.0,6.1,36140.0,6.1,8480.0,51000,46591,7241,0.49,0,Comedy,,,USA,,,20000000.0,Mila Kunis,B,Kathryn Hahn,D,Kristen Bell,A
3873,Kubo and the Two Strings,2016,"USA, Japan",English,101,"Animation, Action, Adventure",Travis Knight,Focus Features,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,$ 60000000,$ 48023088,$ 69929545,7.8,84.0,269.0,108990,302.0,8.0,7.7,14484.0,67531.0,7.5,170.0,7.9,32265.0,7.7,36764.0,7.7,7173.0,95031,12606,1353,0.87,1,Animation, Action, Adventure,USA, Japan,,60000000.0,Art Parkinson,D,Charlize Theron,A,Brenda Vaccaro,D
3948,Mother's Day,2016,USA,"English, Spanish",118,"Comedy, Drama, Romance",Garry Marshall,Open Road Films (II),Three generations come together in the week leading up to Mother's Day.,$ 25000000,$ 32492859,$ 48782670,5.7,18.0,101.0,29859,128.0,5.9,5.4,11157.0,11164.0,5.3,30.0,5.8,7327.0,5.5,10117.0,5.6,3370.0,10145,16065,3649,0.34,0,Comedy, Drama, Romance,USA,,,25000000.0,Jennifer Aniston,A,Timothy Olyphant,D,Shay Mitchell,D
3774,Allied,2016,"UK, USA","English, French, German, Arabic",124,"Action, Drama, Romance",Robert Zemeckis,Paramount Pictures,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",$ 85000000,$ 40098064,$ 119520023,7.1,60.0,294.0,130157,307.0,7.1,7.1,19786.0,79118.0,7.5,88.0,7.2,31985.0,7.0,46678.0,6.9,13182.0,99130,28948,2079,0.76,1,Action, Drama, Romance,UK, USA,,85000000.0,Brad Pitt,A,Vincent Ebrahim,D,Xavier de Guillebon,D
3919,Almost Christmas,2016,"USA, China",English,111,"Comedy, Drama",David E. Talbert,Universal Pictures,A dysfunctional family gathers together for their first Christmas since their mom died.,$ 17000000,$ 42158780,$ 42580920,6.1,55.0,31.0,5348,44.0,6.4,5.8,1470.0,2566.0,5.9,7.0,6.2,1002.0,5.9,1808.0,5.9,868.0,2536,2326,486,0.47,0,Comedy, Drama,,USA, China,,17000000.0,Danny Glover,B,Gabrielle Union,D,Mo'Nique,D
3917,Denial,2016,"UK, USA","English, German, Hebrew",109,"Biography, Drama",Mick Jackson,BBC Films,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",$ 10000000,$ 4073489,$ 7994527,6.7,63.0,108.0,17227,162.0,6.9,6.6,2943.0,9732.0,6.8,5.0,6.7,2736.0,6.6,5782.0,6.8,3517.0,10072,5274,1881,0.58,0,Biography, Drama,,UK, USA,,10000000.0,Rachel Weisz,B,Tom Wilkinson,B,Timothy Spall,D
3747,Captain America: Civil War,2016,USA,"English, German, Xhosa, Russian, Romanian, Hindi",147,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo",Marvel Studios,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,$ 250000000,$ 408084349,$ 1153296293,7.8,75.0,1342.0,608928,658.0,7.8,7.8,61939.0,353473.0,8.2,1677.0,7.9,167643.0,7.7,167520.0,7.6,34508.0,518627,74194,16107,0.85,1,Action, Adventure, Sci-Fi,USA,,,250000000.0,Chris Evans,A,Robert Downey Jr.,A,Scarlett Johansson,A
3997,Kimi no na wa.,2016,Japan,Japanese,106,"Animation, Drama, Fantasy",Makoto Shinkai,Amuse,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",JPY 370000000,$ 5017246,$ 357986087,8.4,79.0,468.0,148393,215.0,8.4,8.4,19157.0,78673.0,8.6,600.0,8.6,49556.0,8.2,31940.0,7.9,4940.0,136908,8836,2649,0.92,1,Animation, Drama, Fantasy,Japan,,,3440999.9999999995,Ryûnosuke Kamiki,D,Mone Kamishiraishi,D,Ryô Narita,D
3925,Colossal,2016,"Canada, USA, Spain, South Korea","English, Korean",109,"Comedy, Drama, Fantasy",Nacho Vigalondo,Toy Fight Productions,"Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.",$ 15000000,$ 3029287,$ 4531320,6.2,70.0,290.0,53425,306.0,6.1,6.2,7225.0,34748.0,6.8,46.0,6.3,11369.0,6.1,21898.0,6.1,6358.0,24640,24071,4714,0.46,0,Comedy, Drama, Fantasy,Canada, USA, Spain,15000000.0,Anne Hathaway,A,Jason Sudeikis,B,Austin Stowell,D
3735,Ice Age: Collision Course,2016,USA,English,94,"Animation, Adventure, Comedy","Mike Thurmeier, Galen T. Chu",Blue Sky Studios,"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",$ 105000000,$ 64063008,$ 408579038,5.7,34.0,122.0,50910,146.0,6.1,5.6,7535.0,29411.0,5.5,207.0,5.8,13739.0,5.6,16320.0,5.7,3767.0,16951,28703,5256,0.33,0,Animation, Adventure, Comedy,USA,,,105000000.0,Stephanie Beatriz,D,Robert Cardone,D,Neil deGrasse Tyson,D
3778,The BFG,2016,"USA, India",English,117,"Adventure, Family, Fantasy",Steven Spielberg,Walt Disney Pictures,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",$ 140000000,$ 55483770,$ 183288689,6.4,66.0,242.0,71113,362.0,6.6,6.3,11574.0,42346.0,6.1,160.0,6.4,16357.0,6.3,26382.0,6.6,7224.0,36412,31041,3660,0.51,0,Adventure, Family, Fantasy,USA, India,,140000000.0,Mark Rylance,C,Ruby Barnhill,D,Penelope Wilton,D
